2018:03:02:21:45:36,23.0
2018:04:02:21:45:38,24.0
2018:05:02:21:45:41,26.0
2019:03:02:21:45:45,27.0
2019:03:02:21:45:51,27.0
2019:03:02:21:45:51,27.0
2019:03:02:21:45:51,27.0
2019:03:02:21:45:51,27.0
2019:03:02:21:45:51,27.0
2019:03:02:21:45:51,27.0
2019:03:02:21:45:51,27.0
2019:03:02:21:45:51,27.0
2019:03:02:22:42:42,27.0
